thumbnail,thumbnail_url,thumbnail_alt_tag
"5e7d49b2-8735-47fb-8d3b-0c9d1d8f6f8b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=5e7d49b2-8735-47fb-8d3b-0c9d1d8f6f8b.jpg","black and white people shaking hands"
"5ea7c2e7-5094-4ab4-9a84-c1a13c9b5cc7.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=5ea7c2e7-5094-4ab4-9a84-c1a13c9b5cc7.jpg","HRBP"
"5eeb43bc-134c-4971-a86d-f3b9e97c0b0a.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=5eeb43bc-134c-4971-a86d-f3b9e97c0b0a.jpg","return to work "
"6055b8d5-a779-4903-b754-be9359ffbc5b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6055b8d5-a779-4903-b754-be9359ffbc5b.jpg","person holding cell phone "
"61797b07-8b91-4572-a763-94a0c42bf3df.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=61797b07-8b91-4572-a763-94a0c42bf3df.jpg","stick figures representing talent "
"61bc3312-fe4e-410d-bf94-184fa4854ea9.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=61bc3312-fe4e-410d-bf94-184fa4854ea9.jpg","How CAHRS Companies Are Investing and Leveraging Analytics"
"61fb10d2-eeee-4906-beef-db1bb3e60d51.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=61fb10d2-eeee-4906-beef-db1bb3e60d51.jpg","money"
"625b28d4-81b3-4148-a3e5-0ab54ee2db0f.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=625b28d4-81b3-4148-a3e5-0ab54ee2db0f.jpg","Examples of Connections Between HR Analytics and Business Outcomes"
"6275cffa-a25d-4556-8ecb-74a7f51af3e8.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6275cffa-a25d-4556-8ecb-74a7f51af3e8.jpg","person holding cash "
"62a7b7fd-cb04-4b3f-ac0e-512f8229f644.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=62a7b7fd-cb04-4b3f-ac0e-512f8229f644.jpg",""
"639d2dc3-90d1-4dfa-962e-f3e424f4c867.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=639d2dc3-90d1-4dfa-962e-f3e424f4c867.jpg","Virtual Learning webcast"
"64aaa368-83de-4362-8972-21e7ba501a1b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=64aaa368-83de-4362-8972-21e7ba501a1b.jpg","hands representing diversity"
"67ecb1d1-eb43-4d8b-94ea-420997b67c1b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=67ecb1d1-eb43-4d8b-94ea-420997b67c1b.jpg","Total Rewards"
"681d0e24-83bb-4ed9-95df-2da4407fb76b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=681d0e24-83bb-4ed9-95df-2da4407fb76b.jpg","books representing entrepreneurship"
"689801df-60e5-435a-a7c8-1363f7c17646.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=689801df-60e5-435a-a7c8-1363f7c17646.jpg","Multigenerational Mentoring"
"68d5890a-fdaf-4a3b-b3b6-d44175a31eaa.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=68d5890a-fdaf-4a3b-b3b6-d44175a31eaa.jpg","diversity"
"69bc679c-d29e-41f3-9be2-5da34d41e3d1.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=69bc679c-d29e-41f3-9be2-5da34d41e3d1.jpg","hands in a circle coming together"
"69f7481c-c65e-4c3f-92f0-a8957b0d4461.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=69f7481c-c65e-4c3f-92f0-a8957b0d4461.jpg","HRBP"
"69ffcd32-f334-429c-8ec8-f68f35fec716.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=69ffcd32-f334-429c-8ec8-f68f35fec716.jpg","Business Leadership for HRBPs"
"6a59f64f-7c72-453f-8044-432834714773.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6a59f64f-7c72-453f-8044-432834714773.jpg","person holding hands out representing opportunity"
"6b2f4cbb-0c45-4d60-b1ff-d83dad3b3297.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6b2f4cbb-0c45-4d60-b1ff-d83dad3b3297.jpg","HR Analytics "
"6b3063d9-d9aa-4339-9582-0a71eef040ad.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6b3063d9-d9aa-4339-9582-0a71eef040ad.jpg","hybrid work "
"6cb5d30f-bdc3-4418-8120-916596d20293.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6cb5d30f-bdc3-4418-8120-916596d20293.jpg","Five Key Areas of Focus for HR for HR"
"6d049030-2297-4fa4-ace7-88b9a76a323a.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6d049030-2297-4fa4-ace7-88b9a76a323a.jpg","woman at computer with pencil in her mouth indicating trying to learn"
"6d20c459-7045-481c-ac30-e7f87adc7312.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6d20c459-7045-481c-ac30-e7f87adc7312.jpg","Are there best practices to ensure diverse recruitment slates?"
"6e87a782-811e-4818-bf6d-820c153d371f.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6e87a782-811e-4818-bf6d-820c153d371f.jpg","talent management"
"6f3a68f7-a7af-4399-b106-0fd49d879388.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6f3a68f7-a7af-4399-b106-0fd49d879388.jpg","Navigating Cultural Fault Lines"
"6fcaa850-7ed5-440c-9945-3882db2d7383.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=6fcaa850-7ed5-440c-9945-3882db2d7383.jpg","Strategic HR Transformation and HRBPs"
"7056b50e-4d5a-4666-8efc-9fed9c659e8d.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7056b50e-4d5a-4666-8efc-9fed9c659e8d.jpg","the word change"
"708ad15a-fc50-4178-a285-d7da886179d3.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=708ad15a-fc50-4178-a285-d7da886179d3.jpg","diversity"
"711cc784-6ff6-440f-82ca-f573fdb2155a.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=711cc784-6ff6-440f-82ca-f573fdb2155a.jpg","HRBP"
"7151949d-9ce2-427d-b853-f499d1b4a5cf.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7151949d-9ce2-427d-b853-f499d1b4a5cf.jpg","Talent Management During the Post-Pandemic Transition"
"71c02df0-83e8-4bd7-ab4d-05f7b9c6dfed.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=71c02df0-83e8-4bd7-ab4d-05f7b9c6dfed.jpg","die showing three dots representing three legs of the HR stool "
"723967c7-0e7d-4bbc-8c93-2ffbb08d06ee.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=723967c7-0e7d-4bbc-8c93-2ffbb08d06ee.jpg","folder with people in it representing HR"
"728b0045-1d59-4624-9c04-9c8d767ff59c.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=728b0045-1d59-4624-9c04-9c8d767ff59c.jpg","diversity"
"7333f4a9-66b4-4823-a4c5-4e76069be739.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7333f4a9-66b4-4823-a4c5-4e76069be739.jpg","fall leaves representing change"
"74631d8b-2d77-4e0b-9bd7-e1ea092ee2a0.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=74631d8b-2d77-4e0b-9bd7-e1ea092ee2a0.jpg","Barriers to Employee Participation in Health and Wellness Programs webcast"
"7471b829-2b55-45bb-b4ad-aa7c9b457e5f.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7471b829-2b55-45bb-b4ad-aa7c9b457e5f.jpg","black and white people shaking hands"
"75494903-9857-4dce-9695-29e172d2ade6.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=75494903-9857-4dce-9695-29e172d2ade6.jpg","analytics screen on a phone "
"755c0334-21e5-4a43-868c-a3797c6f2a55.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=755c0334-21e5-4a43-868c-a3797c6f2a55.jpg","strategy"
"757ca4ef-c40a-4856-a80e-1bd17551882e.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=757ca4ef-c40a-4856-a80e-1bd17551882e.jpg","payday on calendar"
"763206cd-3f64-4513-ad22-017e7a594301.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=763206cd-3f64-4513-ad22-017e7a594301.jpg","money"
"763b3458-df41-4c7f-8e0c-cb79d24b5fcf.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=763b3458-df41-4c7f-8e0c-cb79d24b5fcf.jpg","employee engagement quarterly"
"77332c11-402e-4f36-9e4c-18eb079a368f.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=77332c11-402e-4f36-9e4c-18eb079a368f.jpg",""
"7797b105-73c4-4375-aa77-bf86c66fcc78.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7797b105-73c4-4375-aa77-bf86c66fcc78.jpg","Future of work "
"78bf52a9-5f93-4b3b-8c56-a075ef13e6fe.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=78bf52a9-5f93-4b3b-8c56-a075ef13e6fe.jpg","Tips on setting and sharing aspirational D&I goals"
"7b599ab5-cf04-45b2-a281-9c7431e79646.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7b599ab5-cf04-45b2-a281-9c7431e79646.jpg","people high fiving"
"7d0640ec-99a6-4122-ab72-dbaaa30d58ed.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7d0640ec-99a6-4122-ab72-dbaaa30d58ed.jpg","person on couch looking at tablet with a cat next to them"
"7d103a11-9026-4535-bffb-2ac38ff75b8e.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7d103a11-9026-4535-bffb-2ac38ff75b8e.jpg","Cornell logo"
"7dafe3dd-a361-4646-b9ff-5df3f1521cb4.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7dafe3dd-a361-4646-b9ff-5df3f1521cb4.jpg","Are There Ways to Proactively Measure Discrimination?"
"7e16c238-44d1-4b8b-b20c-1e33195d13f2.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7e16c238-44d1-4b8b-b20c-1e33195d13f2.jpg","analytics quarterly"
"7e698680-8619-4133-b922-ae8cdcc26855.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7e698680-8619-4133-b922-ae8cdcc26855.jpg","Shifting from Reporting to Drawing Insights from Analytics"
"7e7f97f3-37a1-4d53-bb60-c7009f93ef3b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=7e7f97f3-37a1-4d53-bb60-c7009f93ef3b.jpg","What is the Value and Promise of D&I analytics and what's the current state in companies today?"
"8008379a-7cca-458b-9fd9-29f8f81a0b40.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8008379a-7cca-458b-9fd9-29f8f81a0b40.jpg","Implications for HR Capabilities as a Result of the Year 2020"
"811a3e52-f696-40fb-a920-2f2a8d7caa72.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=811a3e52-f696-40fb-a920-2f2a8d7caa72.jpg","learning"
"81206eb2-144d-4307-a447-bed4b364d109.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=81206eb2-144d-4307-a447-bed4b364d109.jpg","person holding a mug that reads like a boss"
"81ef78fd-59f8-4c36-893a-9930c098c77b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=81ef78fd-59f8-4c36-893a-9930c098c77b.jpg","bias"
"8217f85c-8a4e-4edd-8096-04c67b319a6f.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8217f85c-8a4e-4edd-8096-04c67b319a6f.jpg","HRBPs and analytics expertise "
"8268ae55-0fde-46c2-a5d3-8bedb35f0507.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8268ae55-0fde-46c2-a5d3-8bedb35f0507.jpg","question mark"
"830b980d-303d-4ebc-9c9d-c3c3be4d2c24.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=830b980d-303d-4ebc-9c9d-c3c3be4d2c24.jpg","HR Analytics "
"839ebabd-f346-4c9b-a7da-6b824f253723.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=839ebabd-f346-4c9b-a7da-6b824f253723.jpg","HR Analytics "
"8453d821-5a9e-451d-8d8f-1b1c9fbb06e6.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8453d821-5a9e-451d-8d8f-1b1c9fbb06e6.jpg","mind the gap written on the ground representing gaps in learning"
"847f4d2a-a6f6-4daa-aef8-8e2b1673db1d.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=847f4d2a-a6f6-4daa-aef8-8e2b1673db1d.jpg","blindfold"
"8498d361-2a98-4ab6-ad22-ab647e67d826.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8498d361-2a98-4ab6-ad22-ab647e67d826.jpg","HR andWork Space Design"
"84a0c56c-716c-43cf-a6c1-2f1274c42cc9.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=84a0c56c-716c-43cf-a6c1-2f1274c42cc9.jpg","strategy"
"854e0579-afb4-47ad-abbd-2be1e0a625f5.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=854e0579-afb4-47ad-abbd-2be1e0a625f5.jpg","Examples of What Types of Data Should be Collected"
"877f4ae3-a663-4c77-a860-10a3c306e1d0.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=877f4ae3-a663-4c77-a860-10a3c306e1d0.jpg","computer screen representing technology"
"889ed889-5028-4fdc-8ff1-c75a04e1a301.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=889ed889-5028-4fdc-8ff1-c75a04e1a301.jpg","talent management"
"88d61d23-5271-4b7e-a1b8-f49ad43db847.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=88d61d23-5271-4b7e-a1b8-f49ad43db847.jpg","HRBP"
"899c2fa1-7f5a-462e-937a-56a6229ac9e0.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=899c2fa1-7f5a-462e-937a-56a6229ac9e0.jpg","strategy"
"89e00efb-5bf7-48c3-8439-9927b69d8925.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=89e00efb-5bf7-48c3-8439-9927b69d8925.jpg","the words leadership development"
"8ab7289c-845d-4434-bb29-6bd7db3dfe51.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8ab7289c-845d-4434-bb29-6bd7db3dfe51.jpg","talent management"
"8ac85f79-fe29-48dc-877e-fb2b51a08ab6.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8ac85f79-fe29-48dc-877e-fb2b51a08ab6.jpg","Talent Management During the Post-Pandemic Transition"
"8c815e5b-d5be-4c7f-a4d7-42282612d6ff.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8c815e5b-d5be-4c7f-a4d7-42282612d6ff.jpg","Future of work "
"8e72d10a-beda-4861-b058-1a8131232b46.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8e72d10a-beda-4861-b058-1a8131232b46.jpg","#MeToo Leadership video clip"
"8e8ecabd-1d21-4345-ba7b-4b8a31353b9a.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=8e8ecabd-1d21-4345-ba7b-4b8a31353b9a.jpg","architectural building representing foundation"
"903e74ce-f806-4b0d-b977-f80f5a6b9bbf.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=903e74ce-f806-4b0d-b977-f80f5a6b9bbf.jpg","talent management"
"9071088b-a402-4493-a29c-4177b9f3af2b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9071088b-a402-4493-a29c-4177b9f3af2b.jpg","question mark"
"92572683-4d1a-4764-90e5-8529b416163a.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=92572683-4d1a-4764-90e5-8529b416163a.jpg","Where should companies just getting started with D&I start?"
"92e0d913-1615-4ba8-acc6-049697b0255f.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=92e0d913-1615-4ba8-acc6-049697b0255f.jpg","bias"
"9527cc75-079b-4f25-bf9e-b929ba1c8bd6.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9527cc75-079b-4f25-bf9e-b929ba1c8bd6.jpg","happy employee"
"95ca8eb4-7359-4d8e-90c9-52f0704994d1.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=95ca8eb4-7359-4d8e-90c9-52f0704994d1.jpg","a pyramid of round circles with stick figures on it"
"9684b837-3db3-4791-8d09-c9dac0df9c32.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9684b837-3db3-4791-8d09-c9dac0df9c32.jpg","diversity"
"973a30fb-5c8e-4c27-aa2f-6a56d3b9e757.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=973a30fb-5c8e-4c27-aa2f-6a56d3b9e757.jpg","HR in Small Businesses"
"97b4fa42-adc6-4497-a597-5958d462c455.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=97b4fa42-adc6-4497-a597-5958d462c455.jpg",""
"99894463-6959-40d0-8db4-cf427aed293f.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=99894463-6959-40d0-8db4-cf427aed293f.jpg","business people sitting at a table with laptops "
"99d30bd2-b06c-4966-ad42-b578d3264791.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=99d30bd2-b06c-4966-ad42-b578d3264791.jpg","Impacts of 2020 on DEI Focus for Companies"
"9a31f0fc-a533-498d-a593-db1ddf37ec9a.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9a31f0fc-a533-498d-a593-db1ddf37ec9a.jpg","employees in a meeting "
"9a44062a-14e9-484f-ac9d-a9847747b5a5.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9a44062a-14e9-484f-ac9d-a9847747b5a5.jpg","money"
"9a8f3c3f-717e-4d3d-9adf-e37f7fc96897.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9a8f3c3f-717e-4d3d-9adf-e37f7fc96897.jpg","employee engagement quarterly"
"9b4e93f2-8ac1-41e6-8de0-1706fcbf21ac.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9b4e93f2-8ac1-41e6-8de0-1706fcbf21ac.jpg","employees in a meeting "
"9c2c7f4b-05c1-4460-8c18-a8e613701337.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9c2c7f4b-05c1-4460-8c18-a8e613701337.jpg","money"
"9c7a8b0b-67a6-487d-ab8d-0bbb9b219c55.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9c7a8b0b-67a6-487d-ab8d-0bbb9b219c55.jpg","strategy"
"9cdb81ab-33d9-4822-addc-3c57b0fdb933.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9cdb81ab-33d9-4822-addc-3c57b0fdb933.jpg","employee strike"
"9d562000-3cfb-4f50-9400-ab741076ab92.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9d562000-3cfb-4f50-9400-ab741076ab92.jpg","talent management"
"9e3865dc-2978-4610-af12-67ec3656aeac.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9e3865dc-2978-4610-af12-67ec3656aeac.jpg","HR Analytics "
"9eafd43f-8d1b-4e2a-8b06-aac30feb671d.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9eafd43f-8d1b-4e2a-8b06-aac30feb671d.jpg","Diversity & Inclusion Analytics "
"9ed5da22-f018-4611-9707-a2aea47c7293.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9ed5da22-f018-4611-9707-a2aea47c7293.jpg","laptop open with globe on it representing learning"
"9f15b53e-e667-4820-8fb9-72fb0c4d22bc.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9f15b53e-e667-4820-8fb9-72fb0c4d22bc.jpg","HR Analytics "
"9fb2fcba-7604-4d14-84d5-e95e7ea7a6bb.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=9fb2fcba-7604-4d14-84d5-e95e7ea7a6bb.jpg","people high fiving"
"a04582b3-c300-4789-94b1-a4850949f0ab.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a04582b3-c300-4789-94b1-a4850949f0ab.jpg","The Importance of Developing Personal Networks"
"a05f8d4e-a0a5-438b-a0f9-78de75295364.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a05f8d4e-a0a5-438b-a0f9-78de75295364.jpg","like a boss mug"
"a1ba1f95-db27-4621-93db-04a9ec90d88b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a1ba1f95-db27-4621-93db-04a9ec90d88b.jpg","well being"
"a1d9dc7c-4b31-4db5-b273-378e7d4c20ca.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a1d9dc7c-4b31-4db5-b273-378e7d4c20ca.jpg","HR Analytics "
"a212b66e-7f34-466f-b6c9-bf640b5d0008.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a212b66e-7f34-466f-b6c9-bf640b5d0008.jpg","the words leadership development"
"a2d37355-3836-4727-9a4f-17a9a7e51d52.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a2d37355-3836-4727-9a4f-17a9a7e51d52.jpg","bias"
"a4565d66-df54-4e8e-8f06-6a5e11424547.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a4565d66-df54-4e8e-8f06-6a5e11424547.jpg","Talent Management During the Post-Pandemic Transition"
"a4a2767e-af4d-4133-950c-5192b1b8ebf5.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a4a2767e-af4d-4133-950c-5192b1b8ebf5.jpg","employee strike"
"a5367929-3975-470e-8c40-c3c53ffd16eb.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a5367929-3975-470e-8c40-c3c53ffd16eb.jpg",""
"a63d684d-c14e-4630-99a9-0efb747ae8ba.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a63d684d-c14e-4630-99a9-0efb747ae8ba.jpg","diverse"
"a666598b-d0b6-4dcc-916c-af6a6c85f653.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a666598b-d0b6-4dcc-916c-af6a6c85f653.jpg","hybrid work "
"a73f748d-e4d6-4aad-9995-9a4ce8b7a0bc.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a73f748d-e4d6-4aad-9995-9a4ce8b7a0bc.jpg","Cultre and Employee Wellness"
"a8aa82f0-705a-44c9-97fa-7ff44956c92d.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a8aa82f0-705a-44c9-97fa-7ff44956c92d.jpg","HR Analytics "
"a9338efa-fce2-41dd-9e31-c501807c1261.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a9338efa-fce2-41dd-9e31-c501807c1261.jpg","Should there be more transparency in sharing D&I metrics publicly?"
"a939b678-7332-4c35-ad10-2ed6ced694d9.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a939b678-7332-4c35-ad10-2ed6ced694d9.jpg","pepole with laptops open"
"a95d59be-9404-43d8-9459-4e3ebef38cc2.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=a95d59be-9404-43d8-9459-4e3ebef38cc2.jpg","remote work "
"aa8f5d15-8a19-4e55-983b-36644cd77b9f.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=aa8f5d15-8a19-4e55-983b-36644cd77b9f.jpg","pay"
"abc3c720-4b2f-44f0-bbde-8c2e68fe5487.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=abc3c720-4b2f-44f0-bbde-8c2e68fe5487.jpg","The Evolution of Workforce Analytics"
"acba7d07-9664-4859-8dd4-4e774839890b.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=acba7d07-9664-4859-8dd4-4e774839890b.jpg","Navigating Cultural Fault Lines"
"ae53fcab-e344-4216-b597-ea27f94607fc.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=ae53fcab-e344-4216-b597-ea27f94607fc.jpg","Future of work "
"ae677d1c-3659-445c-8ad6-ec726bbd96a8.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=ae677d1c-3659-445c-8ad6-ec726bbd96a8.jpg","Future of work "
"b16244cc-364f-4602-bcc3-cf5402f6fa27.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=b16244cc-364f-4602-bcc3-cf5402f6fa27.jpg","Future of work "
"b32d90a3-e230-4cbd-af9e-8ed72ffb3f6e.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=b32d90a3-e230-4cbd-af9e-8ed72ffb3f6e.jpg","Mobile Learning Content Tips video clip"
"b38922cc-91b5-407b-8a1f-55b707b588b3.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=b38922cc-91b5-407b-8a1f-55b707b588b3.jpg","CAHRS Partner Company Boeing's D&I Expert Shares the Company's Strategy for Furthering Equality"
"b468ce19-5917-4c3b-87fb-c1121efb8246.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=b468ce19-5917-4c3b-87fb-c1121efb8246.jpg","Future of work "
"b49bc40a-cfa1-4c2e-b190-09ea0559af4e.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=b49bc40a-cfa1-4c2e-b190-09ea0559af4e.jpg","people surrounding a computer screen watching a webcast "
"b5b895dc-3f62-4f40-9210-38e9cd864085.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=b5b895dc-3f62-4f40-9210-38e9cd864085.jpg",""
"b6ee24b7-d820-4620-bebb-573ca9fa0911.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=b6ee24b7-d820-4620-bebb-573ca9fa0911.jpg","talent management"
"b8eee60b-2da6-4596-b411-b8030f610884.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=b8eee60b-2da6-4596-b411-b8030f610884.jpg","lightbulb with a blooming plant inside of it"
"baa72464-fb92-4270-8bdb-e89955846eb0.jpg","http://est05.esalestrack.com/eSalesTrack/Content/Content.ashx?file=baa72464-fb92-4270-8bdb-e89955846eb0.jpg","Virtual Learning webcast"
